coordinates,raffles_place_dist,one_north_dist,jurong_east_dist,orchard_dist,changi_dist,raffles_place_drive,one_north_drive,jurong_east_drive,orchard_drive,changi_drive
"(1.4051541980000002, 103.89780520000001)",35.5,50.48,65.47,38.38,42.18,27.38,36.62,38.78,24.83,21.53
"(1.4503557319999998, 103.82665490000001)",46.45,55.78,42.43,42.42,65.38,35.87,41.0,36.05,32.32,42.07
"(1.394298934, 103.87454740000001)",41.0,53.45,72.1,43.23,49.75,23.43,31.73,35.22,19.92,26.63
"(1.394914173, 103.8880001)",33.47,48.35,66.02,36.93,44.88,26.67,34.97,38.45,23.12,23.85
"(1.394219766, 103.9030537)",35.15,47.6,65.37,35.5,43.35,26.48,35.7,37.87,24.23,22.32
"(1.353863227, 103.87193959999999)",23.33,35.37,47.52,24.03,38.28,17.88,26.18,29.67,14.35,28.33
"(1.35546108, 103.9386503)",38.1,62.25,75.37,50.98,22.45,28.02,35.93,38.1,24.47,17.55
"(1.350702366, 103.9451836)",33.57,56.7,67.32,42.45,23.85,26.22,34.13,36.3,22.67,14.48
"(1.341233588, 103.84729399999999)",18.78,30.9,42.78,14.75,42.67,16.87,19.9,22.27,10.17,27.28
"(1.32985846, 103.85582140000001)",22.25,38.57,51.82,18.35,52.63,15.77,23.78,25.95,12.3,25.45
"(1.334646362, 103.8809946)",24.52,45.1,59.67,32.62,36.62,16.12,24.4,26.97,12.57,24.52
"(1.44894246, 103.8010163)",51.25,60.58,38.6,47.22,69.17,37.13,36.3,31.33,33.18,43.28
"(1.4481739519999999, 103.8030354)",53.82,63.15,41.17,49.78,71.73,37.73,38.4,33.45,34.18,43.93
"(1.447469801, 103.8032271)",53.97,62.83,41.32,49.93,71.88,36.47,37.1,32.15,33.0,42.73
"(1.4391661969999998, 103.77965859999999)",56.0,50.25,36.73,51.97,72.87,37.1,32.83,27.88,29.75,43.28
"(1.4300574959999999, 103.77943979999999)",55.22,47.33,35.95,51.18,75.25,34.98,30.68,25.73,27.62,42.08
"(1.4272781319999999, 103.84198)",40.68,50.02,49.88,36.65,60.33,31.6,38.17,38.23,28.03,37.77
"(1.4328693209999999, 103.8426976)",41.58,50.92,50.78,37.55,67.35,33.3,40.47,39.87,29.43,39.4
"(1.435660494, 103.842373)",40.12,49.45,49.98,36.08,68.72,32.57,40.2,39.62,29.02,39.5
"(1.367325322, 103.8489231)",26.6,37.02,55.25,22.57,56.98,18.58,24.07,27.8,15.03,32.03
"(1.330388938, 103.9052209)",27.77,47.68,61.47,37.88,30.7,18.78,26.72,28.88,15.25,19.58
"(1.345247006, 103.8526922)",24.68,32.77,47.5,20.65,46.5,15.08,21.02,24.75,11.5,28.35
"(1.285101769, 103.8310352)",13.32,22.72,33.43,25.33,46.97,6.97,13.18,21.57,8.65,32.12
"(1.283991598, 103.83107079999999)",14.6,25.05,35.77,25.33,48.25,7.72,13.88,22.28,9.38,32.83
"(1.378533377, 103.77178909999999)",47.63,37.22,35.87,33.32,63.42,27.82,23.52,15.67,20.45,39.98
"(1.3887945369999999, 103.7698918)",39.08,37.45,35.97,33.55,63.65,29.9,25.6,15.93,22.53,42.08
"(1.375213345, 103.7740957)",45.23,40.42,33.67,44.4,66.62,29.38,25.08,16.15,22.02,41.57
"(1.37935087, 103.7356887)",47.03,42.0,30.37,42.38,71.6,36.47,28.37,14.73,28.77,48.3
"(1.323738756, 103.88837840000001)",19.9,40.62,53.03,29.28,30.92,16.87,24.8,26.95,13.33,22.85
"(1.374642023, 103.8963538)",32.65,48.25,62.87,36.15,50.6,26.23,34.52,37.18,22.68,26.78
"(1.37221124, 103.8881895)",29.63,43.17,62.72,31.22,47.57,23.93,32.23,35.4,20.37,28.32
"(1.37622545, 103.88507290000001)",31.68,47.1,69.88,38.38,52.17,23.87,32.17,35.65,20.33,28.38
"(1.34278861, 103.71430140000001)",33.8,27.37,20.62,37.35,67.45,28.57,20.47,9.97,29.17,48.7
"(1.34357907, 103.69277170000001)",40.93,33.78,24.18,46.25,74.58,30.68,22.58,14.27,31.2,50.75
"(1.342075242, 103.6943064)",39.83,32.68,32.83,45.15,73.48,30.35,22.25,14.13,31.07,50.6
"(1.3456378880000002, 103.6931541)",41.45,35.45,35.92,43.65,75.1,30.62,22.52,14.2,31.13,50.67
"(1.378962405, 103.9372408)",46.4,64.1,79.98,48.3,35.13,27.28,36.5,38.67,25.03,17.17
"(1.365130641, 103.95943309999998)",44.88,67.93,78.4,56.18,24.03,29.88,38.27,40.43,26.85,14.12
"(1.405574739, 103.8979257)",35.12,49.92,65.08,37.82,41.8,26.92,36.15,38.3,24.57,21.27
"(1.404939601, 103.8980368)",35.52,50.15,65.48,38.05,42.2,27.57,36.8,38.97,25.33,22.03
"(1.450756278, 103.82623670000001)",45.48,54.82,45.38,41.45,65.22,35.72,40.83,35.88,32.17,41.92
"(1.450663888, 103.8276019)",43.92,53.25,41.27,39.88,63.0,36.28,41.42,36.47,32.78,42.53
"(1.450939321, 103.8280705)",42.63,51.97,43.83,38.6,61.72,36.3,41.42,36.47,32.45,42.18
"(1.451547161, 103.8279075)",43.52,52.85,40.87,39.48,62.6,36.0,41.13,36.18,32.47,42.2
"(1.3938039269999998, 103.9058103)",38.3,50.75,68.52,38.65,45.17,27.78,37.0,39.17,25.53,23.62
"(1.342959704, 103.95547420000001)",30.03,52.9,63.78,38.92,12.53,24.95,32.88,35.03,21.75,14.63
"(1.337083957, 103.853541)",22.57,32.37,46.35,18.53,52.95,16.45,21.45,23.9,12.0,26.87
"(1.44800009, 103.8017004)",52.27,61.6,39.62,48.23,70.18,37.48,36.63,31.68,33.57,43.67
"(1.422829664, 103.8492234)",52.3,61.63,60.15,48.27,70.22,30.23,38.53,38.63,26.7,37.17
"(1.419197045, 103.8335943)",33.33,43.75,44.45,29.3,63.72,29.07,35.63,35.7,25.5,35.23
"(1.4324077709999998, 103.8345249)",38.57,47.9,44.52,34.53,56.48,32.62,39.18,37.77,29.07,38.8
"(1.43248777, 103.84436740000001)",44.15,53.48,50.23,40.12,62.07,32.75,40.7,40.12,29.17,39.65
"(1.4312993930000002, 103.8446753)",42.43,51.77,51.07,38.4,70.62,32.22,40.18,39.58,28.62,39.1
"(1.363895702, 103.848987)",28.85,36.15,48.3,24.82,46.77,17.27,23.62,27.35,13.43,30.43
"(1.3747989319999998, 103.83985809999999)",33.3,43.72,63.43,29.27,58.08,22.28,26.1,29.83,18.63,35.63
"(1.37224394, 103.84752929999999)",27.33,37.75,55.98,23.3,51.53,19.38,25.25,28.98,15.83,32.83
"(1.322217735, 103.93700129999999)",32.85,56.43,66.6,41.73,20.02,20.33,31.23,34.27,20.52,16.37
"(1.3477511869999999, 103.8542583)",25.07,29.78,43.5,21.03,43.52,15.22,21.95,25.68,11.67,28.52
"(1.358669167, 103.7512137)",33.6,27.17,12.3,37.15,67.25,29.18,21.08,7.05,25.35,44.88
"(1.350512224, 103.74494849999999)",37.02,31.02,9.32,41.05,70.67,27.28,19.18,5.15,24.65,44.18
"(1.3539223999999999, 103.75114140000001)",39.22,32.07,20.3,41.92,72.87,28.38,20.28,7.73,24.62,44.15
"(1.285119168, 103.8315772)",13.77,24.22,34.93,24.5,47.42,7.12,13.33,21.72,8.8,32.27
"(1.38852629, 103.7703529)",55.85,37.57,36.08,33.67,63.77,29.68,25.38,16.03,22.32,41.85
"(1.380122557, 103.74188570000001)",42.2,37.5,30.1,37.55,66.77,35.03,27.07,13.43,27.67,47.22
"(1.402296185, 103.7504385)",47.1,40.17,27.3,61.92,78.72,35.3,31.0,18.22,27.93,47.47
"(1.399299663, 103.74471940000001)",44.75,37.82,21.83,58.27,76.37,34.98,30.68,17.88,27.6,47.15
"(1.396609611, 103.7481052)",41.83,33.82,19.18,54.27,75.48,34.85,30.55,17.77,26.88,46.42
"(1.396211536, 103.743113)",45.25,41.4,21.45,50.6,76.87,35.73,31.13,18.25,28.33,47.87
"(1.325195913, 103.88804)",17.68,38.4,50.55,27.07,27.83,16.47,24.4,26.57,12.93,22.45
"(1.317962273, 103.8974527)",16.63,40.5,51.0,28.13,21.42,15.93,26.12,28.28,15.67,20.62
"(1.3725682780000001, 103.88403819999999)",33.95,51.7,67.17,36.18,54.05,21.93,30.22,33.72,18.38,28.93
"(1.373312701, 103.8863678)",32.25,49.1,67.92,33.83,52.62,23.13,31.43,34.92,19.6,27.07
"(1.37187581, 103.8982395)",26.88,40.42,62.08,31.58,51.32,24.9,33.18,35.75,19.5,27.47
"(1.369140106, 103.88469690000001)",29.17,44.73,60.35,37.8,49.58,21.95,30.25,33.73,18.37,29.62
"(1.37814544, 103.90176729999999)",36.02,48.47,69.75,38.25,54.47,23.88,33.1,35.27,21.63,25.47
"(1.3693746409999998, 103.8853281)",29.52,49.92,61.45,38.62,49.93,21.8,30.1,33.58,18.27,29.52
"(1.3730268959999998, 103.88477320000001)",32.4,50.28,65.18,33.98,53.17,22.58,30.88,34.37,19.0,29.55
"(1.339094014, 103.740392)",33.3,26.17,5.42,43.02,66.95,23.95,15.85,2.78,23.2,42.75
"(1.343403195, 103.71368609999999)",35.4,28.97,22.22,38.95,69.05,28.03,19.93,9.43,28.65,48.18
"(1.3689934209999999, 103.9491179)",38.33,61.12,71.58,47.87,29.63,29.23,38.45,40.62,26.95,15.27
"(1.410239547, 103.9021436)",39.57,52.02,72.72,41.8,45.63,30.1,39.33,41.48,27.88,24.58
"(1.4500862190000001, 103.8270672)",46.28,55.62,42.27,42.25,65.22,36.28,41.4,36.45,32.73,42.47
"(1.450939391, 103.82708769999999)",43.63,52.97,44.27,39.6,61.55,35.75,40.88,35.92,32.38,42.12
"(1.3952563130000002, 103.88861340000001)",34.47,49.35,67.02,37.93,46.73,27.55,35.83,39.33,23.97,23.5
"(1.3953117730000002, 103.8880147)",33.98,48.87,66.53,37.45,46.25,26.27,34.57,38.05,22.72,23.43
"(1.396093199, 103.88872090000001)",35.68,48.13,69.42,37.92,44.78,26.67,34.97,38.45,23.18,23.92
"(1.3852897780000002, 103.89190740000001)",30.13,43.67,56.08,31.72,47.5,25.93,34.23,37.72,22.38,24.58
"(1.3857282709999998, 103.89185959999999)",30.52,44.05,56.47,32.1,46.97,25.43,33.73,37.22,21.9,24.08
"(1.38485976, 103.8919927)",30.6,44.13,56.55,32.18,48.52,26.17,34.47,37.95,22.63,24.82
"(1.3949529969999999, 103.90400859999998)",35.93,48.38,66.15,36.28,43.58,27.3,36.53,38.68,25.07,23.13
"(1.357769138, 103.93839200000001)",41.2,66.53,75.6,50.45,22.98,27.6,35.52,37.68,24.22,16.63
"(1.352921625, 103.9538583)",36.15,59.28,73.42,47.4,15.13,27.12,35.03,37.2,23.4,12.4
"(1.3603344419999999, 103.955179)",42.95,67.43,77.95,55.62,17.65,28.8,36.72,38.88,25.25,14.25
"(1.3583650790000001, 103.954081)",41.0,71.12,69.07,49.92,15.7,27.83,35.75,37.92,24.28,13.28
"(1.3580048130000002, 103.9394161)",39.32,64.65,72.48,48.57,20.25,27.92,35.83,38.0,23.95,16.4
"(1.354098271, 103.9587521)",40.18,66.03,76.78,53.07,17.4,27.32,35.23,37.4,23.77,12.77
"(1.357866676, 103.9536421)",39.63,69.75,75.52,48.55,14.33,28.15,36.08,38.23,24.62,13.6
"(1.334448749, 103.8523333)",19.5,31.75,45.73,15.47,49.88,17.82,21.77,23.93,12.07,27.42
"(1.330240586, 103.8565332)",22.57,38.87,52.12,18.53,52.95,15.5,23.52,25.68,11.97,25.1
"(1.448678907, 103.8007708)",51.8,61.13,39.15,47.77,69.72,37.03,36.18,31.23,33.12,43.23
"(1.4476842230000002, 103.8034604)",53.07,62.4,40.47,49.03,72.77,36.72,37.33,32.38,33.17,42.9
"(1.449111115, 103.80134670000001)",50.37,59.7,37.72,46.33,68.28,37.2,36.35,31.4,33.28,43.38
"(1.448119961, 103.8019458)",51.82,61.15,39.17,47.78,69.73,37.68,36.85,31.9,33.77,43.88
"(1.437737159, 103.7991765)",48.45,53.35,40.07,44.42,66.37,34.55,35.32,30.37,31.0,40.73
"(1.438331465, 103.7816673)",49.43,51.02,37.5,45.4,69.98,36.8,32.5,27.55,29.43,43.5
"(1.4232264330000002, 103.8480493)",41.65,50.98,53.6,37.62,76.78,30.6,38.9,39.0,27.07,37.53
"(1.431957833, 103.8453791)",43.0,52.33,49.08,38.97,60.92,31.87,40.17,40.48,28.35,38.83
"(1.421411704, 103.8485637)",45.57,54.9,61.12,41.53,87.6,31.35,39.65,39.73,27.78,38.27
"(1.431930856, 103.84256500000001)",41.62,50.95,45.93,37.58,66.0,33.12,39.68,39.08,29.57,39.3
"(1.4166277230000002, 103.83074090000001)",35.67,45.0,48.55,31.63,53.58,29.97,36.53,36.6,26.53,36.27
"(1.431939551, 103.8449871)",43.97,53.3,50.05,39.93,61.88,32.1,40.38,40.7,28.55,39.03
"(1.432383854, 103.84238409999999)",41.33,50.67,45.65,37.3,65.72,32.95,39.52,38.93,29.47,39.22
"(1.432533029, 103.8457056)",45.25,54.58,51.33,41.22,63.17,32.15,40.43,40.63,28.6,39.07
"(1.3325695359999998, 103.9177508)",31.28,57.12,58.52,41.95,24.18,21.97,29.88,32.05,18.42,22.75
"(1.3260679640000002, 103.92144990000001)",28.33,51.45,62.08,37.22,24.85,23.5,31.55,33.72,20.08,20.73
"(1.35742582, 103.8435412)",27.42,34.72,46.35,23.38,45.33,19.23,22.33,26.07,15.55,32.95
"(1.347579595, 103.8559485)",26.25,32.32,46.18,22.22,46.05,16.27,22.98,26.72,12.72,29.55
"(1.3618553580000001, 103.7455369)",39.17,33.17,16.55,42.28,71.5,30.2,22.1,8.05,26.93,46.48
"(1.356255155, 103.7497118)",38.23,31.1,16.7,41.95,71.88,28.45,20.35,6.32,24.98,44.52
"(1.28903386, 103.82148719999999)",11.1,22.67,33.97,28.7,44.75,8.43,11.62,21.25,10.05,33.33
"(1.388901126, 103.7690032)",37.7,39.18,28.73,34.4,65.38,30.33,26.03,16.45,22.95,42.5
"(1.388063817, 103.7700095)",38.17,39.65,29.2,34.87,65.85,29.72,25.42,15.85,22.38,41.92
"(1.388992571, 103.7695007)",38.12,39.6,29.15,34.82,65.8,30.15,25.85,16.18,22.82,42.35
"(1.3831598930000002, 103.7534009)",46.47,39.53,26.67,38.1,68.2,33.0,27.15,14.13,25.7,45.23
"(1.373618304, 103.88574890000001)",30.97,44.5,66.53,32.55,53.42,22.48,30.77,34.27,18.93,26.93
"(1.3790548, 103.9019278)",36.52,48.97,68.62,38.75,52.93,24.65,33.87,36.03,22.4,26.23
"(1.378466901, 103.9008042)",37.37,49.82,67.82,39.6,61.35,25.3,34.52,36.68,23.05,26.88
"(1.3780100130000001, 103.9010708)",34.6,47.05,68.33,36.83,53.05,23.73,32.95,35.12,21.48,25.32
"(1.3424114180000002, 103.7459752)",36.4,36.88,8.52,42.55,70.05,25.3,17.2,3.82,23.55,43.08
"(1.3410710940000001, 103.73747)",33.47,26.33,10.57,40.57,67.12,24.88,16.78,3.02,24.17,43.7
"(1.351599135, 103.72528759999999)",40.3,33.15,14.5,50.43,73.95,27.58,19.48,6.18,25.47,45.02
"(1.340579375, 103.68717070000001)",44.52,37.23,26.65,46.72,78.17,31.28,23.18,14.4,31.33,50.88
"(1.33658939, 103.7201863)",38.55,31.4,28.02,43.87,72.2,26.0,17.9,9.67,28.93,48.33
"(1.409851841, 103.9019953)",38.28,50.73,68.5,38.63,46.03,30.27,39.48,41.65,28.0,24.72
"(1.45136997, 103.82832459999999)",43.0,52.33,44.2,38.97,62.08,35.85,40.98,36.02,32.25,41.98
"(1.4499431440000001, 103.82672059999999)",45.58,54.92,41.57,41.55,64.52,36.43,41.55,36.6,32.88,42.63
"(1.3860922409999998, 103.89156109999999)",31.58,45.12,57.53,33.17,47.22,24.98,33.27,36.77,21.52,23.7
"(1.395321644, 103.8911368)",33.92,48.8,66.47,37.38,44.42,26.63,34.93,38.42,23.22,22.38
"(1.394224944, 103.8922439)",33.03,47.17,64.98,35.07,44.93,26.22,34.5,38.0,22.67,21.87
"(1.3951079480000002, 103.89145620000001)",34.3,49.18,66.85,37.77,45.05,26.95,35.25,38.73,23.42,22.58
"(1.3950021959999999, 103.891961)",33.28,48.17,65.83,36.75,45.77,27.13,35.43,38.92,23.55,22.75
"(1.395646924, 103.8886333)",34.87,49.75,67.42,38.33,45.22,27.75,36.05,39.53,24.22,23.38
"(1.39457896, 103.8914254)",31.73,46.62,64.28,35.2,45.3,26.7,35.0,38.48,23.15,22.35
"(1.386161655, 103.8922786)",30.3,43.83,56.25,31.88,48.22,24.7,33.0,36.48,21.03,23.22
"(1.35485563, 103.9327092)",41.08,63.08,76.37,52.33,25.1,27.2,35.53,37.7,23.8,18.58
"(1.355017991, 103.93231740000002)",41.92,64.38,77.2,53.17,25.93,26.58,35.02,37.18,23.62,18.77
"(1.351048571, 103.9320571)",36.87,60.0,72.85,48.12,25.57,26.62,34.53,36.7,22.98,18.05
"(1.447777265, 103.8011484)",51.3,55.72,40.73,47.27,74.53,37.65,36.82,31.87,33.73,43.85
"(1.430361279, 103.77880340000002)",54.08,46.22,29.93,50.05,72.0,35.32,31.02,26.07,27.95,42.5
"(1.4413105940000002, 103.7920656)",50.67,51.08,37.57,46.63,77.37,37.17,34.73,29.78,31.67,43.37
"(1.423258712, 103.84915500000001)",51.4,60.73,59.25,47.37,69.32,30.08,38.38,38.48,26.17,36.65
"(1.42033318, 103.84710240000001)",45.98,55.32,60.07,41.95,75.02,30.47,38.65,38.6,28.32,38.78
"(1.4201971930000001, 103.84650450000001)",44.12,53.45,58.2,40.08,62.03,31.9,40.08,40.03,28.37,38.83
"(1.422527792, 103.84744520000001)",41.82,51.15,53.97,37.78,77.05,32.17,40.47,40.57,27.9,38.37
"(1.432367366, 103.8433009)",41.9,51.23,51.1,37.87,67.67,33.65,40.8,40.22,30.1,40.43
"(1.4329230609999999, 103.8434727)",42.65,51.98,48.88,38.62,60.72,33.37,40.53,39.93,29.82,40.15
"(1.43338279, 103.8435179)",40.98,50.32,47.3,36.95,59.13,32.57,40.85,40.27,29.02,39.5
"(1.431812314, 103.8365336)",38.3,47.63,44.25,34.27,56.22,33.98,40.55,39.95,30.43,40.17
"(1.36583937, 103.84463079999999)",28.17,32.58,50.73,24.13,46.08,19.25,23.65,27.38,15.73,32.73
"(1.3472513780000002, 103.8508483)",23.6,31.5,43.38,19.57,43.58,17.37,22.17,25.9,13.8,30.65
"(1.3612409109999999, 103.8437726)",27.58,32.68,63.07,23.55,45.5,19.52,21.7,25.43,14.33,32.97
"(1.287861305, 103.8076482)",23.58,26.05,35.97,32.33,57.23,11.97,10.25,19.42,13.3,34.57
"(1.388437745, 103.7692526)",38.2,39.68,29.23,34.9,65.88,29.68,25.38,15.8,22.32,41.85
"(1.328577578, 103.90280059999999)",25.62,46.08,62.85,40.72,26.77,19.27,27.2,29.37,15.73,20.75
"(1.308133686, 103.8847295)",18.03,42.72,52.75,27.42,34.3,13.1,25.57,28.73,15.12,22.67
"(1.349555169, 103.88927690000001)",29.85,42.3,60.07,30.2,37.42,22.03,30.92,33.42,19.07,26.38
"(1.378930838, 103.9009883)",37.42,49.87,71.15,39.65,54.1,25.15,34.38,36.53,22.92,26.73
"(1.339975979, 103.74216)",32.67,25.52,2.5,40.6,66.32,23.92,15.82,2.78,23.17,42.7
"(1.3203296409999998, 103.7493901)",38.48,37.38,22.88,46.57,72.13,20.38,12.28,7.73,23.4,42.73
"(1.33952465, 103.7434766)",32.92,25.77,4.18,38.75,66.57,24.8,16.7,4.23,24.6,44.15
"(1.343781549, 103.71353140000001)",34.6,28.17,22.75,38.15,68.25,27.52,19.42,8.92,28.23,47.78
"(1.342902399, 103.7139395)",34.48,28.05,21.3,38.03,68.13,28.15,20.05,9.53,28.93,48.48
"(1.343607885, 103.71386940000001)",35.12,28.68,21.93,38.67,68.77,28.12,20.02,9.5,28.73,48.28
"(1.327061296, 103.8570748)",24.62,38.27,58.88,20.37,54.07,13.13,21.43,23.98,10.25,31.2
"(1.3807838419999998, 103.9372793)",43.38,67.48,77.78,52.92,33.67,28.03,37.27,39.42,25.8,17.42
"(1.3715781059999999, 103.9625076)",41.95,66.6,77.23,52.37,28.52,31.98,40.38,42.53,28.92,16.17
"(1.4059607159999998, 103.8979707)",35.48,50.27,65.45,38.17,42.17,27.23,36.45,38.62,24.92,21.62
"(1.410907282, 103.90118609999999)",38.45,50.9,70.78,40.68,43.7,30.65,39.88,42.03,28.43,25.13
"(1.410819269, 103.90037170000001)",37.85,50.3,68.83,38.97,43.1,29.75,38.98,41.15,27.4,24.1
"(1.308532495, 103.79238509999999)",21.0,15.53,24.35,23.9,54.65,15.53,4.38,17.02,14.33,39.4
"(1.3983863859999999, 103.8894258)",34.25,46.7,65.35,36.48,43.35,27.5,35.78,39.28,23.95,23.42
"(1.39441572, 103.8917738)",32.12,47.0,64.67,35.58,45.05,26.55,34.85,38.33,23.0,22.2
"(1.395717128, 103.88806540000002)",34.63,49.52,67.18,38.1,45.35,25.93,34.23,37.72,22.4,23.12
"(1.3942988859999998, 103.8751108)",40.62,53.07,73.33,42.85,49.37,23.43,31.73,35.22,19.8,26.52
"(1.386161977, 103.89209179999999)",30.58,44.12,56.53,32.17,47.82,24.77,33.07,36.55,21.12,23.3
"(1.38509616, 103.8925483)",29.57,43.1,55.52,31.15,47.48,26.62,34.92,38.4,23.08,25.27
"(1.393655085, 103.8909152)",34.95,49.68,66.67,37.58,47.33,27.13,35.42,38.92,23.75,23.47
"(1.353230846, 103.8720435)",21.97,34.0,46.15,22.67,36.92,17.97,26.27,29.48,14.52,28.33
"(1.351250964, 103.8688445)",26.87,33.87,45.68,25.67,41.37,17.98,25.73,29.18,14.45,29.88
"(1.348208205, 103.8735941)",20.5,34.55,46.7,22.2,37.47,18.35,26.65,29.2,14.83,28.8
"(1.3573162619999999, 103.9455031)",34.83,57.97,68.58,43.72,17.65,29.25,37.18,39.33,25.72,16.5
"(1.355446818, 103.9325443)",42.45,65.82,77.73,53.7,27.62,26.28,34.73,36.9,23.27,18.47
"(1.357822766, 103.9390848)",39.8,65.13,74.2,49.05,21.58,27.9,35.83,38.0,24.35,16.78
"(1.3559324259999999, 103.95274659999998)",36.83,59.97,71.83,48.08,11.65,28.37,36.3,38.47,24.83,13.82
"(1.35146094, 103.9560749)",36.23,59.37,73.5,47.48,16.98,28.8,36.73,38.88,25.57,14.55
"(1.35048495, 103.9309126)",37.93,55.22,74.83,50.98,25.05,26.45,34.88,37.05,23.42,18.53
"(1.3560917330000002, 103.9510454)",34.72,57.85,67.7,45.97,15.7,28.12,36.05,38.2,24.58,13.57
"(1.33121483, 103.8572418)",21.9,38.2,51.45,17.87,45.95,16.42,23.75,25.92,12.88,26.02
"(1.4480515390000002, 103.8027088)",52.85,62.18,40.2,48.82,70.77,37.93,38.6,33.65,34.38,44.12
"(1.439540442, 103.78998409999998)",47.8,49.55,33.17,43.77,71.55,36.6,34.17,29.22,31.1,42.8
"(1.423245545, 103.84854190000001)",46.13,55.47,53.98,42.1,77.17,30.33,38.63,38.73,26.78,37.27
"(1.4333553069999998, 103.8427051)",42.78,52.12,48.87,38.75,60.7,32.72,40.02,39.43,29.53,39.87
"(1.4275189819999998, 103.8334505)",37.55,46.88,43.5,33.52,55.47,32.35,38.77,36.97,28.82,38.55
"(1.4282255430000002, 103.8334881)",36.5,45.83,42.45,32.47,54.42,32.25,38.67,36.87,28.7,38.45
"(1.4199690580000002, 103.8469695)",44.43,53.77,58.52,40.4,62.35,30.62,38.78,38.73,27.03,37.5
"(1.4217159190000002, 103.8492437)",46.2,55.53,61.57,42.17,85.68,31.0,39.3,39.4,27.45,37.93
"(1.4209870969999998, 103.8486127)",44.97,54.3,56.57,40.93,80.45,31.07,39.23,39.18,26.0,36.48
"(1.4278993480000002, 103.8379085)",38.62,47.95,44.57,34.58,56.53,30.95,37.52,37.58,27.42,37.15
"(1.434576233, 103.83662079999999)",41.38,50.72,45.7,37.35,61.22,32.57,39.13,38.32,29.02,38.75
"(1.4326260830000002, 103.84638170000001)",43.87,53.2,49.95,39.83,61.78,31.83,40.12,40.95,28.2,38.68
"(1.4194957019999999, 103.8459734)",40.38,49.72,56.2,36.35,60.03,31.37,39.55,39.5,27.92,38.38
"(1.4197951640000002, 103.8461741)",41.25,50.58,57.07,37.22,60.9,31.72,39.88,39.85,28.27,38.73
"(1.366728758, 103.8569214)",28.53,35.83,47.98,24.5,46.45,18.48,25.93,29.67,14.95,31.95
"(1.350529221, 103.7588064)",37.32,33.35,17.08,34.02,65.0,27.0,18.9,8.23,22.65,42.18
"(1.354017592, 103.75158929999999)",38.08,30.93,19.17,39.22,68.43,28.57,20.47,7.9,24.82,44.35
"(1.387587532, 103.76738540000001)",39.38,37.75,36.27,33.85,63.95,30.83,26.53,16.63,22.88,42.42
"(1.398106117, 103.7435559)",45.65,40.18,23.95,51.52,77.27,36.85,32.55,19.77,29.68,49.23
"(1.3183442909999998, 103.767572)",27.98,22.52,25.13,29.77,61.63,18.4,9.92,12.7,20.33,40.73
"(1.3521413830000002, 103.88954100000001)",29.03,42.27,54.68,29.38,37.63,20.98,29.87,32.37,18.02,25.35
"(1.350220569, 103.73126059999998)",39.48,32.2,11.8,44.78,73.13,26.12,18.02,4.73,24.08,43.63
"(1.323079294, 103.7377911)",41.45,33.85,23.27,43.65,75.1,23.22,15.12,10.57,26.23,45.57
"(1.3437548819999998, 103.69641)",44.78,38.0,36.02,46.98,78.43,30.15,22.05,13.92,30.87,50.4
"(1.332787862, 103.7216401)",42.95,36.95,32.67,45.15,76.6,23.73,15.45,10.83,26.75,46.08
"(1.331952223, 103.721514)",42.7,36.7,31.95,44.9,76.35,22.8,14.7,9.87,26.15,45.47
"(1.32772151, 103.8560206)",23.77,37.42,59.07,19.43,50.3,12.37,20.65,23.22,8.82,29.77
"(1.368422935, 103.9475937)",38.07,60.85,71.32,47.6,30.48,29.48,38.7,40.87,27.0,15.32
"(1.3714274380000002, 103.9544791)",41.22,63.62,78.53,52.47,26.57,32.03,40.43,42.6,28.97,16.23
"(1.410628851, 103.90155190000002)",39.18,51.63,71.52,41.42,44.43,31.02,40.25,42.4,28.68,25.38
"(1.394478832, 103.8755584)",40.35,52.8,72.5,42.58,48.93,23.52,31.8,35.3,20.03,26.37
"(1.395577911, 103.8897737)",35.95,48.4,69.48,38.18,44.68,27.18,35.47,38.97,23.68,22.85
"(1.385729322, 103.8925954)",28.73,42.27,54.8,30.43,46.65,25.93,34.22,37.7,22.38,24.47
"(1.398461727, 103.88996920000001)",35.25,47.7,66.35,37.48,44.35,27.57,35.85,39.35,24.07,22.93
"(1.394684333, 103.8908683)",32.9,47.78,65.45,36.37,45.17,27.08,35.37,38.87,23.6,22.77
"(1.3961305290000001, 103.8880971)",34.98,47.43,68.72,37.22,44.08,26.4,34.7,38.18,22.77,23.5
"(1.355857801, 103.9333344)",37.7,60.83,74.33,48.95,27.77,27.13,35.58,37.73,24.12,19.32
"(1.359866681, 103.9383729)",38.4,60.8,75.92,49.65,25.25,28.5,36.43,38.58,23.68,16.28
"(1.359886708, 103.93887)",39.15,61.55,76.67,50.4,25.42,28.43,36.37,38.52,24.53,16.97
"(1.352917261, 103.9387947)",35.03,58.17,71.02,46.28,24.2,26.25,34.17,36.33,22.78,17.0
"(1.430245961, 103.84483829999999)",40.85,50.18,50.05,36.82,70.83,32.53,40.62,40.03,28.95,39.43
"(1.4190999340000001, 103.8464618)",41.52,50.85,57.33,37.48,71.9,30.7,38.88,38.83,27.57,38.05
"(1.43241465, 103.8465171)",43.45,52.78,49.53,39.42,61.37,31.23,39.52,40.43,28.02,38.5
"(1.4266096330000002, 103.83733640000001)",38.87,48.2,51.18,34.83,58.07,30.67,37.23,37.3,27.12,36.85
